Ship-to party,Shipment Route,Region Code,광역도시,시군구,담당 RDC 코드,담당 RDC 명
6180,KRDG00,NFG,제주특별자치도,서귀포시,11RB,제주RDC
6182,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
6183,KRDEA0,PDA,경상북도,안동시,11RD,칠곡RDC
6203,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
6206,KRD930,CQA,강원도,삼척시,11R9,제천RDC
6209,KRD007,AWA,서울특별시,금천구,11R2,평택RDC
6217,KRDCC0,KAA,전라북도,정읍시,11RC,계룡RDC
6225,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
6228,KRDE80,OQA,경상북도,상주시,11RD,칠곡RDC
6229,KRDC10,JTA,전라북도,군산시,11RC,계룡RDC
6237,KRD980,CIA,강원도,원주시,11R9,제천RDC
6251,KRDCC0,KAA,전라북도,정읍시,11RC,계룡RDC
6253,KRDFC0,MHA,경상남도,창원시 마산합포구,11RD,칠곡RDC
6261,KRDF10,MTA,경상남도,거창군,11RD,칠곡RDC
627,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
6286,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
630,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
6336,KRD306,FEA,인천광역시,서구,11R2,평택RDC
6352,KRDG10,NFA,제주특별자치도,제주시,11RB,제주RDC
6357,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
6360,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
6363,KRD8F0,GNA,경기도,안성시,11R2,평택RDC
6371,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
6372,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
6382,KRD8E0,FTA,경기도,안산시 단원구,11R2,평택RDC
6388,KRDDE0,INB,전라남도,영암군,11RC,계룡RDC
6416,KRD9B0,CVA,강원도,철원군,11R2,평택RDC
642,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
6432,KRDBE0,EAA,충청남도,홍성군,11R2,평택RDC
6450,KRD00J,ATA,서울특별시,영등포구,11R2,평택RDC
6457,KRD8G1,GBA,경기도,안양시 만안구,11R2,평택RDC
6459,KRD10F,LJA,부산광역시,해운대구,11RD,칠곡RDC
6461,KRD602,NDA,울산광역시,북구,11RD,칠곡RDC
649,KRD300,FOA,인천광역시,강화군,11R2,평택RDC
6491,KRDA40,ENA,충청북도,옥천군,11RC,계룡RDC
6494,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
650,KRD306,FEA,인천광역시,서구,11R2,평택RDC
6506,KRDE50,OPA,경상북도,김천시,11RD,칠곡RDC
6514,KRD600,NAA,울산광역시,남구,11RD,칠곡RDC
6542,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
6562,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
657,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
660,KRD306,FEA,인천광역시,서구,11R2,평택RDC
6610,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
662,KRD302,FFA,인천광역시,남동구,11R2,평택RDC
6626,KRD503,DAA,대전광역시,유성구,11RC,계룡RDC
6637,KRDD90,JGA,전라남도,보성군,11RC,계룡RDC
6641,KRD9A0,CNA,강원도,정선군,11R9,제천RDC
6645,KRDG10,NFD,제주특별자치도,제주시,11RB,제주RDC
6649,KRD880,HBA,경기도,남양주시,11R2,평택RDC
6665,KRDD40,ADC,전라남도,구례군,11RC,계룡RDC
6696,KRDC60,KFA,전라북도,순창군,11RC,계룡RDC
670,KRD8A0,FPA,경기도,부천시 원미구,11R2,평택RDC
6709,KRD202,OHA,대구광역시,달성군,11RD,칠곡RDC
6713,KRD880,HBA,경기도,남양주시,11R2,평택RDC
6715,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
6716,KRD8F0,GNA,경기도,안성시,11R2,평택RDC
6717,KRD602,NDA,울산광역시,북구,11RD,칠곡RDC
6726,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
674,KRD301,FHA,인천광역시,계양구,11R2,평택RDC
6756,KRDBD0,EFA,충청남도,태안군,11R2,평택RDC
6761,KRDB50,EDA,충청남도,보령시,11RC,계룡RDC
6763,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
6764,KRD504,DBA,대전광역시,중구,11RC,계룡RDC
6767,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
6768,KRDDC0,JJA,전라남도,여수시,11RC,계룡RDC
677,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
6777,KRD204,C83,대구광역시,북구,11RD,칠곡RDC
6787,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
679,KRD306,FEA,인천광역시,서구,11R2,평택RDC
6799,KRDEA0,PDA,경상북도,안동시,11RD,칠곡RDC
6830,KRD00F,AJA,서울특별시,성동구,11R2,평택RDC
6843,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
6845,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
6847,KRDF00,MLA,경상남도,거제시,11RD,칠곡RDC
6849,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
6853,KRD8C2,GFA,경기도,수원시 장안구,11R2,평택RDC
6856,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
6859,KRD306,FEA,인천광역시,서구,11R2,평택RDC
6862,KRDG10,NFA,제주특별자치도,제주시,11RB,제주RDC
6874,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
6876,KRDDL0,IKA,전라남도,화순군,11RC,계룡RDC
6877,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
6885,KRD004,AUA,서울특별시,관악구,11R2,평택RDC
6952,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
6977,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
6991,KRD205,ODA,대구광역시,서구,11RD,칠곡RDC
6992,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
6994,KRDDC0,JJA,전라남도,여수시,11RC,계룡RDC
701,KRD8G0,GBA,경기도,안양시 동안구,11R2,평택RDC
7018,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
702,KRD8E0,FTA,경기도,안산시 단원구,11R2,평택RDC
7023,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
7026,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
7034,KRDB80,DKA,충청남도,서천군,11RC,계룡RDC
7052,KRD003,BAA,서울특별시,강서구,11R2,평택RDC
7060,KRD304,FCA,인천광역시,미추홀구,11R2,평택RDC
7062,KRDDK0,ITA,전라남도,해남군,11RC,계룡RDC
7063,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
7066,KRDB50,EDA,충청남도,보령시,11RC,계룡RDC
7069,KRD970,CLA,강원도,영월군,11R9,제천RDC
7079,KRD306,FEA,인천광역시,서구,11R2,평택RDC
7084,KRDC10,JTA,전라북도,군산시,11RC,계룡RDC
7085,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
7096,KRDD90,JGA,전라남도,보성군,11RC,계룡RDC
7102,KRD00F,AJA,서울특별시,성동구,11R2,평택RDC
7112,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
7113,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
7146,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
716,KRD8E0,FTA,경기도,안산시 단원구,11R2,평택RDC
7166,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
7176,KRDFD0,MJA,경상남도,통영시,11RD,칠곡RDC
7183,KRD8F0,GNA,경기도,안성시,11R2,평택RDC
7196,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
7226,KRDFC0,MHA,경상남도,창원시 마산합포구,11RD,칠곡RDC
7243,KRD009,AIA,서울특별시,도봉구,11R2,평택RDC
7262,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
7267,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
727,KRD8E1,FTA,경기도,안산시 상록구,11R2,평택RDC
7270,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
7276,KRDDC0,JJA,전라남도,여수시,11RC,계룡RDC
7301,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
7317,KRD900,CCA,강원도,강릉시,11R9,제천RDC
737,KRDB20,DFA,충청남도,금산군,11RC,계룡RDC
7402,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
7404,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
7407,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
7408,KRDFA0,MNA,경상남도,진주시,11RD,칠곡RDC
7411,KRDDA0,JAA,전라남도,순천시,11RC,계룡RDC
7415,KRD980,CIA,강원도,원주시,11R9,제천RDC
7416,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
7417,KRDFC1,MHA,경상남도,창원시 마산회원구,11RD,칠곡RDC
7436,KRD870,FNA,경기도,김포시,11R2,평택RDC
7437,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
7441,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
7442,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
754,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
7556,KRD900,CCA,강원도,강릉시,11R9,제천RDC
7560,KRD00J,ATA,서울특별시,영등포구,11R2,평택RDC
7561,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
7570,KRDG10,NFD,제주특별자치도,제주시,11RB,제주RDC
7571,KRD980,CIA,강원도,원주시,11R9,제천RDC
7573,KRD106,LLA,부산광역시,부산진구,11RD,칠곡RDC
758,KRD504,DBA,대전광역시,중구,11RC,계룡RDC
7583,KRDG10,C73,제주특별자치도,제주시,11RB,제주RDC
7586,KRDA80,EJA,충청북도,진천군,11R2,평택RDC
7590,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
7595,KRD00J,ATA,서울특별시,영등포구,11R2,평택RDC
7596,KRD920,CPA,강원도,동해시,11R9,제천RDC
7600,KRD840,GSA,경기도,광주시,11R2,평택RDC
7606,KRD980,CIA,강원도,원주시,11R9,제천RDC
7620,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
7621,KRDEL0,OMA,경상북도,칠곡군,11RD,칠곡RDC
7622,KRD10A,LCA,부산광역시,서구,11RD,칠곡RDC
7623,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
7627,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
7642,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
7646,KRD202,OHA,대구광역시,달성군,11RD,칠곡RDC
765,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
7662,KRD990,CTA,강원도,인제군,11R9,제천RDC
7663,KRD9C0,CAA,강원도,춘천시,11R9,제천RDC
7664,KRDG10,C73,제주특별자치도,제주시,11RB,제주RDC
7668,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
7676,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
7679,KRD300,FOA,인천광역시,강화군,11R2,평택RDC
7680,KRD8A0,FPA,경기도,부천시 오정구,11R2,평택RDC
7687,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
7694,KRDDL0,IKA,전라남도,화순군,11RC,계룡RDC
7695,KRD8C0,GFA,경기도,수원시 권선구,11R2,평택RDC
7696,KRD8C2,GFA,경기도,수원시 장안구,11R2,평택RDC
7709,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
7723,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
7730,KRDC80,JRA,전라북도,익산시,11RC,계룡RDC
7731,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
7737,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
7741,KRDFC4,MIA,경상남도,창원시 진해구,11RD,칠곡RDC
7753,KRD880,HBA,경기도,남양주시,11R2,평택RDC
7756,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
776,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
7762,KRD603,NEA,울산광역시,울주군,11RD,칠곡RDC
777,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
7778,KRD840,GSA,경기도,광주시,11R2,평택RDC
7787,KRDB60,DJA,충청남도,부여군,11RC,계룡RDC
7789,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
7796,KRD8Q0,FLA,경기도,파주시,11R2,평택RDC
7798,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
7812,KRDD70,IQA,전라남도,목포시,11RC,계룡RDC
7814,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
7816,KRD8B2,GRA,경기도,성남시 중원구,11R2,평택RDC
7818,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
7829,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
7832,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
7833,KRDDK0,ITA,전라남도,해남군,11RC,계룡RDC
7834,KRDEL0,OMA,경상북도,칠곡군,11RD,칠곡RDC
7837,KRD107,LMA,부산광역시,북구,11RD,칠곡RDC
7840,KRD8F0,EJA,경기도,안성시,11R2,평택RDC
7843,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
7848,KRDE00,OIA,경상북도,경산시,11RD,칠곡RDC
785,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
7853,KRDA93,EIA,충청북도,청주시 흥덕구,11RC,계룡RDC
7855,KRD600,NAA,울산광역시,남구,11RD,칠곡RDC
7858,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
786,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
7863,KRD8E0,FTA,경기도,안산시 단원구,11R2,평택RDC
7866,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
7873,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
7878,KRD106,LLA,부산광역시,부산진구,11RD,칠곡RDC
7888,KRD880,HBA,경기도,남양주시,11R2,평택RDC
7890,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
7894,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
7896,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
7899,KRDDA0,JAA,전라남도,순천시,11RC,계룡RDC
7902,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
7908,KRD812,FJA,경기도,고양시 일산서구,11R2,평택RDC
7911,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
7914,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
7918,KRD8J0,GVA,경기도,여주시,11R9,제천RDC
7922,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
7936,KRDE80,OQA,경상북도,상주시,11RD,칠곡RDC
7958,KRDC70,JNA,전라북도,완주군,11RC,계룡RDC
7978,KRD00F,AJA,서울특별시,성동구,11R2,평택RDC
7979,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
7981,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
805,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
8083,KRD8N0,GEA,경기도,의왕시,11R2,평택RDC
8103,KRD8G1,GBA,경기도,안양시 만안구,11R2,평택RDC
8104,KRDCC0,KAA,전라북도,정읍시,11RC,계룡RDC
8105,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
8109,KRDG00,NFE,제주특별자치도,서귀포시,11RB,제주RDC
8111,KRDE50,OPA,경상북도,김천시,11RD,칠곡RDC
8116,KRDEK0,PFA,경상북도,청송군,11RD,칠곡RDC
8127,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
8131,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
8133,KRD800,HEA,경기도,가평군,11R2,평택RDC
8135,KRD8S0,HKA,경기도,포천시,11R2,평택RDC
8141,KRDDC0,JJA,전라남도,여수시,11RC,계룡RDC
8142,KRDFD0,MJA,경상남도,통영시,11RD,칠곡RDC
8148,KRD8F0,GNA,경기도,안성시,11R2,평택RDC
815,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
8150,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
8151,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
8156,KRDB80,DKA,충청남도,서천군,11RC,계룡RDC
8159,KRDE80,OQA,경상북도,상주시,11RD,칠곡RDC
8164,KRDA91,EHA,충청북도,청주시 서원구,11RC,계룡RDC
817,KRDBB0,DLA,충청남도,천안시 동남구,11R2,평택RDC
8170,KRDE10,PLA,경상북도,경주시,11RD,칠곡RDC
8192,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
8193,KRD00H,AOA,서울특별시,송파구,11R2,평택RDC
8199,KRDC30,KDA,전라북도,남원시,11RC,계룡RDC
8206,KRD9C0,CAA,강원도,춘천시,11R9,제천RDC
8241,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
8245,KRDCB0,JMA,전라북도,전주시 덕진구,11RC,계룡RDC
8256,KRD8C3,GFA,경기도,수원시 팔달구,11R2,평택RDC
8258,KRD305,FDA,인천광역시,부평구,11R2,평택RDC
8272,KRD9D0,COA,강원도,태백시,11R9,제천RDC
8285,KRD830,FSA,경기도,광명시,11R2,평택RDC
8292,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
8304,KRDC20,JVA,전라북도,김제시,11RC,계룡RDC
832,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
8324,KRDG10,NFB,제주특별자치도,제주시,11RB,제주RDC
8336,KRD830,FSA,경기도,광명시,11R2,평택RDC
835,KRDA80,EJA,충청북도,진천군,11R2,평택RDC
837,KRDA93,EHA,충청북도,청주시 흥덕구,11RC,계룡RDC
8378,KRD8I0,HDA,경기도,양평군,11R2,평택RDC
8380,KRD8R0,GMA,경기도,평택시,11R2,평택RDC
8395,KRD203,OBA,대구광역시,동구,11RD,칠곡RDC
8401,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
8402,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
8408,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
8409,KRD200,OFA,대구광역시,남구,11RD,칠곡RDC
8424,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
8427,KRD920,CPA,강원도,동해시,11R9,제천RDC
8431,KRD930,CQA,강원도,삼척시,11R9,제천RDC
8432,KRDC10,JTA,전라북도,군산시,11RC,계룡RDC
8447,KRDFC1,MHA,경상남도,창원시 마산회원구,11RD,칠곡RDC
8451,KRDEM1,PNA,경상북도,포항시 북구,11RD,칠곡RDC
847,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
850,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
852,KRDA00,EKA,충청북도,괴산군,11RC,계룡RDC
853,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
856,KRDA20,EOA,충청북도,보은군,11RC,계룡RDC
859,KRDA50,ELA,충청북도,음성군,11RC,계룡RDC
8606,KRD8M1,GKA,경기도,용인시 수지구,11R2,평택RDC
861,KRD700,DQA,세종특별자치시,세종특별자치시,11RC,계룡RDC
8616,KRD003,BAA,서울특별시,강서구,11R2,평택RDC
8617,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
862,KRDA70,ABF,충청북도,증평군,11RC,계룡RDC
8636,KRDC30,KDA,전라북도,남원시,11RC,계룡RDC
868,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
8712,KRD8M1,GKA,경기도,용인시 수지구,11R2,평택RDC
873,KRDB40,DSA,충청남도,당진시,11R2,평택RDC
8789,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
8837,KRD811,FJA,경기도,고양시 일산동구,11R2,평택RDC
888,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
8891,KRD9D0,COA,강원도,태백시,11R9,제천RDC
891,KRDB50,EDA,충청남도,보령시,11RC,계룡RDC
8921,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
8932,KRD102,LPA,부산광역시,기장군,11RD,칠곡RDC
8942,KRDDK0,ITA,전라남도,해남군,11RC,계룡RDC
8951,KRDEL0,OMA,경상북도,칠곡군,11RD,칠곡RDC
8955,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
8957,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
8961,KRD204,OCA,대구광역시,북구,11RD,칠곡RDC
8962,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
8963,KRD8K0,HJA,경기도,연천군,11R2,평택RDC
8966,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
8969,KRD403,IAA,광주광역시,북구,11RC,계룡RDC
8970,KRDC10,JTA,전라북도,군산시,11RC,계룡RDC
8981,KRDF50,LTA,경상남도,밀양시,11RD,칠곡RDC
8988,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
8994,KRD920,CPA,강원도,동해시,11R9,제천RDC
900,KRDBE0,EAA,충청남도,홍성군,11R2,평택RDC
901,KRDBE0,EAA,충청남도,홍성군,11R2,평택RDC
9022,KRD307,FGA,인천광역시,연수구,11R2,평택RDC
9023,KRD870,FNA,경기도,김포시,11R2,평택RDC
903,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
9041,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
9048,KRDD80,IRA,전라남도,무안군,11RC,계룡RDC
9067,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
9071,KRDD00,ABD,전라남도,강진군,11RC,계룡RDC
9072,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
9073,KRDB00,ABB,충청남도,계룡시,11RC,계룡RDC
910,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
9108,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
9121,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
9122,KRDA91,EHA,충청북도,청주시 서원구,11RC,계룡RDC
9139,KRD302,FFA,인천광역시,남동구,11R2,평택RDC
9166,KRD8H0,HGA,경기도,양주시,11R2,평택RDC
9168,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
9208,KRD503,DDA,대전광역시,유성구,11RC,계룡RDC
9210,KRD850,HAA,경기도,구리시,11R2,평택RDC
9256,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
926,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
9267,KRDDC0,JJA,전라남도,여수시,11RC,계룡RDC
9277,KRDF00,PIA,경상남도,거제시,11RD,칠곡RDC
9279,KRDFC2,MHA,경상남도,창원시 성산구,11RD,칠곡RDC
9280,KRD8M2,GKA,경기도,용인시 처인구,11R2,평택RDC
9281,KRDC80,JRA,전라북도,익산시,11RC,계룡RDC
929,KRD504,DBA,대전광역시,중구,11RC,계룡RDC
9296,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
9305,KRD304,FCA,인천광역시,미추홀구,11R2,평택RDC
9306,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
9310,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
9316,KRDB60,DJA,충청남도,부여군,11RC,계룡RDC
932,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
9325,KRDB00,ABB,충청남도,계룡시,11RC,계룡RDC
9332,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
9341,KRDB90,DOA,충청남도,아산시,11R2,평택RDC
935,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
9356,KRD8D0,FVA,경기도,시흥시,11R2,평택RDC
9358,KRD870,FNA,경기도,김포시,11R2,평택RDC
9364,KRD8E0,FTA,경기도,안산시 단원구,11R2,평택RDC
9365,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
9367,KRDAA0,EPA,충청북도,충주시,11R9,제천RDC
9369,KRD8M0,GKA,경기도,용인시 기흥구,11R2,평택RDC
9373,KRDFF0,MFA,경상남도,함안군,11RD,칠곡RDC
9374,KRD108,LNA,부산광역시,사상구,11RD,칠곡RDC
9376,KRD400,IEA,광주광역시,광산구,11RC,계룡RDC
9380,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
9409,KRDEM0,PNA,경상북도,포항시 남구,11RD,칠곡RDC
941,KRDB10,DGA,충청남도,공주시,11RC,계룡RDC
9416,KRD812,FJA,경기도,고양시 일산서구,11R2,평택RDC
9417,KRDDC0,JJA,전라남도,여수시,11RC,계룡RDC
9418,KRD208,OKD,대구광역시,군위군,11RD,칠곡RDC
9419,KRD109,LDA,부산광역시,사하구,11RD,칠곡RDC
942,KRDB60,DJA,충청남도,부여군,11RC,계룡RDC
947,KRD502,DCA,대전광역시,서구,11RC,계룡RDC
9493,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
9521,KRD00M,ABA,서울특별시,종로구,11R2,평택RDC
9532,KRD880,HBA,경기도,남양주시,11R2,평택RDC
9533,KRDD30,JFA,전라남도,광양시,11RC,계룡RDC
9547,KRD810,FJA,경기도,고양시 덕양구,11R2,평택RDC
9551,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
9564,KRD900,CCA,강원도,강릉시,11R9,제천RDC
957,KRD910,CGB,강원도,고성군,11R9,제천RDC
9576,KRD8T0,GTA,경기도,하남시,11R2,평택RDC
9579,KRD602,NDA,울산광역시,북구,11RD,칠곡RDC
9580,KRDFC4,LKA,경상남도,창원시 진해구,11RD,칠곡RDC
9583,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
9584,KRD109,LDA,부산광역시,사하구,11RD,칠곡RDC
9585,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
9598,KRDED0,PAA,경상북도,영주시,11R9,제천RDC
96,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
9603,KRDED0,PAA,경상북도,영주시,11R9,제천RDC
9604,KRD8C2,GFA,경기도,수원시 장안구,11R2,평택RDC
9605,KRDEL0,OMA,경상북도,칠곡군,11RD,칠곡RDC
9608,KRD100,LOA,부산광역시,강서구,11RD,칠곡RDC
9609,KRDC10,JTA,전라북도,군산시,11RC,계룡RDC
9615,KRDF30,LQA,경상남도,김해시,11RD,칠곡RDC
9621,KRD102,LPA,부산광역시,기장군,11RD,칠곡RDC
9627,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
9635,KRDE30,OOA,경상북도,구미시,11RD,칠곡RDC
9637,KRD8U0,GIA,경기도,화성시,11R2,평택RDC
9638,KRDA50,ELA,충청북도,음성군,11R2,평택RDC
9651,KRD8L0,GJA,경기도,오산시,11R2,평택RDC
9666,KRD302,FFA,인천광역시,남동구,11R2,평택RDC
9667,KRDEA0,PDA,경상북도,안동시,11RD,칠곡RDC
9669,KRD8E0,FTA,경기도,안산시 단원구,11R2,평택RDC
9671,KRDEE0,PJA,경상북도,영천시,11RD,칠곡RDC
9672,KRDBB1,DLA,충청남도,천안시 서북구,11R2,평택RDC
9674,KRDB70,EEA,충청남도,서산시,11R2,평택RDC
9675,KRD840,GSA,경기도,광주시,11R2,평택RDC
9678,KRDBD0,EFA,충청남도,태안군,11R2,평택RDC
9707,KRDF80,LSA,경상남도,양산시,11RD,칠곡RDC
971,KRD9E0,CMA,강원도,평창군,11R9,제천RDC
9712,KRD201,OEA,대구광역시,달서구,11RD,칠곡RDC
9718,KRDG10,C73,제주특별자치도,제주시,11RB,제주RDC
9730,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
9736,KRD500,DEA,대전광역시,대덕구,11RC,계룡RDC
9751,KRDB30,DIA,충청남도,논산시,11RC,계룡RDC
976,KRD920,CPA,강원도,동해시,11R9,제천RDC
9771,KRD404,ICA,광주광역시,서구,11RC,계룡RDC
9778,KRDFC3,MHA,경상남도,창원시 의창구,11RD,칠곡RDC
9781,KRDA60,ERA,충청북도,제천시,11R9,제천RDC
9782,KRD880,HBA,경기도,남양주시,11R2,평택RDC
9806,KRD001,AKA,서울특별시,강동구,11R2,평택RDC
